natural_language_query,sql_query
Remove records from orders where total amount is less than 1900,DELETE FROM orders WHERE total_amount < 1900;
Remove records from products where price is less than 200,DELETE FROM products WHERE price < 200;
List all order items where product id is greater than 16,SELECT * FROM order_items WHERE product_id > 16;
List all employees where name is greater than John Doe,SELECT * FROM employees WHERE name > John Doe;
List all employees where name is greater than Alice Johnson,SELECT * FROM employees WHERE name > Alice Johnson;
Change order date to 2022-02-14 in orders where order date is 2022-05-30,UPDATE orders SET order_date = ''2022-02-14'' WHERE order_date = '2022-05-30';
"Add a new record to the orders with values 8, 3000, 2022-02-14","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (8, 3000, '2022-02-14');"
List all customers where email is greater than emma.wilson@example.com,SELECT * FROM customers WHERE email > emma.wilson@example.com;
List all order items where order id is greater than 93,SELECT * FROM order_items WHERE order_id > 93;
"Add a new record to the products with values Laptop, 500, 440","INSERT INTO products (name, price, stock) VALUES ('Laptop', 500, 440);"
Remove records from products where price is less than 900,DELETE FROM products WHERE price < 900;
Get stock and count of records from products grouped by stock having count greater than 6,"SELECT stock, COUNT(*) FROM products GROUP BY stock HAVING COUNT(*) > 6;"
Change customer id to 10 in orders where customer id is 45,UPDATE orders SET customer_id = '10' WHERE customer_id = '45';
Change price to 1500 in products where id is 1,UPDATE products SET price = '1500' WHERE id = '1';
"Add a new record to the orders with values 48, 50, 2022-04-25","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (48, 50, '2022-04-25');"
List all orders where customer id is greater than 2,SELECT * FROM orders WHERE customer_id > 2;
Change order date to 2022-05-30 in orders where customer id is 36,UPDATE orders SET order_date = '2022-05-30' WHERE customer_id = '36';
"Add a new record to the employees with values Bob Lee, 59, Engineering, 55000","INSERT INTO employees (name, age, department, salary) VALUES ('Bob Lee', 59, 'Engineering', 55000);"
"Add a new record to the orders with values 37, 2350, 2022-03-20","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (37, 2350, '2022-03-20');"
Get salary and count of records from employees grouped by salary having count greater than 5,"SELECT salary, COUNT(*) FROM employees GROUP BY salary HAVING COUNT(*) > 5;"
Change department to HR in employees where department is Marketing,UPDATE employees SET department = 'HR' WHERE department = 'Marketing';
List all order items where order id is greater than 76,SELECT * FROM order_items WHERE order_id > 76;
Get customer id and count of records from orders grouped by customer id having count greater than 9,"SELECT customer_id, COUNT(*) FROM orders GROUP BY customer_id HAVING COUNT(*) > 9;"
"Add a new record to the employees with values John Doe, 52, Engineering, 45000","INSERT INTO employees (name, age, department, salary) VALUES ('John Doe', 52, 'Engineering', 45000);"
Change order date to 2022-02-14 in orders where customer id is 21,UPDATE orders SET order_date = ''2022-02-14'' WHERE customer_id = '21';
"Add a new record to the products with values Smartphone, 400, 200","INSERT INTO products (name, price, stock) VALUES ('Smartphone', 400, 200);"
"Add a new record to the customers with values Frank Harris, frank.harris@example.com, 2021-11-05","INSERT INTO customers (name, email, signup_date) VALUES ('Frank Harris', 'frank.harris@example.com', '2021-11-05');"
"Add a new record to the products with values Keyboard, 2000, 270","INSERT INTO products (name, price, stock) VALUES ('Keyboard', 2000, 270);"
"Add a new record to the customers with values Emma Wilson, frank.harris@example.com, 2020-07-23","INSERT INTO customers (name, email, signup_date) VALUES ('Emma Wilson', 'frank.harris@example.com', '2020-07-23');"
"Add a new record to the products with values Monitor, 2000, 250","INSERT INTO products (name, price, stock) VALUES ('Monitor', 2000, 250);"
List all products where stock is greater than 170,SELECT * FROM products WHERE stock > 170;
List all products where stock is greater than 200,SELECT * FROM products WHERE stock > 200;
Change customer id to 40 in orders where customer id is 34,UPDATE orders SET customer_id = '40' WHERE customer_id = '34';
Change customer id to 38 in orders where customer id is 39,UPDATE orders SET customer_id = '38' WHERE customer_id = '39';
Get signup date and count of records from customers grouped by signup date having count greater than 8,"SELECT signup_date, COUNT(*) FROM customers GROUP BY signup_date HAVING COUNT(*) > 8;"
"Add a new record to the employees with values John Doe, 30, Engineering, 90000","INSERT INTO employees (name, age, department, salary) VALUES ('John Doe', 30, 'Engineering', 90000);"
"Add a new record to the orders with values 50, 1500, 2022-05-30","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (50, 1500, '2022-05-30');"
Remove records from products where stock is less than 500,DELETE FROM products WHERE stock < 500;
"Add a new record to the products with values Keyboard, 2000, 180","INSERT INTO products (name, price, stock) VALUES ('Keyboard', 2000, 180);"
"Add a new record to the products with values Laptop, 200, 50","INSERT INTO products (name, price, stock) VALUES ('Laptop', 200, 50);"
"Add a new record to the customers with values Grace Lee, frank.harris@example.com, 2020-12-30","INSERT INTO customers (name, email, signup_date) VALUES ('Grace Lee', 'frank.harris@example.com', '2020-12-30');"
Remove records from products where price is less than 2000,DELETE FROM products WHERE price < 2000;
"Add a new record to the employees with values Jane Smith, 27, Marketing, 100000","INSERT INTO employees (name, age, department, salary) VALUES ('Jane Smith', 27, 'Marketing', 100000);"
"Add a new record to the customers with values Frank Harris, helen.martin@example.com, 2022-03-10","INSERT INTO customers (name, email, signup_date) VALUES ('Frank Harris', 'helen.martin@example.com', '2022-03-10');"
Change age to 59 in employees where age is 34,UPDATE employees SET age = '59' WHERE age = '34';
Get age and count of records from employees grouped by age having count greater than 4,"SELECT age, COUNT(*) FROM employees GROUP BY age HAVING COUNT(*) > 4;"
List all employees where salary is greater than 55000,SELECT * FROM employees WHERE salary > 55000;
"Add a new record to the customers with values Emma Wilson, david.brown@example.com, 2021-11-05","INSERT INTO customers (name, email, signup_date) VALUES ('Emma Wilson', 'david.brown@example.com', '2021-11-05');"
Change name to Smartphone in products where stock is 120,UPDATE products SET name = 'Smartphone' WHERE stock = '120';
Get stock and count of records from products grouped by stock having count greater than 8,"SELECT stock, COUNT(*) FROM products GROUP BY stock HAVING COUNT(*) > 8;"
"Add a new record to the orders with values 24, 4750, 2022-03-20","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (24, 4750, '2022-03-20');"
Get order date and count of records from orders grouped by order date having count greater than 3,"SELECT order_date, COUNT(*) FROM orders GROUP BY order_date HAVING COUNT(*) > 3;"
List all orders where total amount is greater than 200,SELECT * FROM orders WHERE total_amount > 200;
List all orders where total amount is greater than 450,SELECT * FROM orders WHERE total_amount > 450;
List all products where stock is greater than 160,SELECT * FROM products WHERE stock > 160;
Change name to Monitor in products where name is Desk Chair,UPDATE products SET name = 'Monitor' WHERE name = 'Desk' Chair;
"Add a new record to the products with values Monitor, 400, 30","INSERT INTO products (name, price, stock) VALUES ('Monitor', 400, 30);"
Get price and count of records from products grouped by price having count greater than 10,"SELECT price, COUNT(*) FROM products GROUP BY price HAVING COUNT(*) > 10;"
List all order items where order id is greater than 49,SELECT * FROM order_items WHERE order_id > 49;
Change stock to 470 in products where price is 1000,UPDATE products SET stock = '470' WHERE price = '1000';
Get quantity and count of records from order items grouped by quantity having count greater than 4,"SELECT quantity, COUNT(*) FROM order_items GROUP BY quantity HAVING COUNT(*) > 4;"
Change customer id to 7 in orders where id is 1,UPDATE orders SET customer_id = '7' WHERE id = '1';
"Add a new record to the employees with values Alice Johnson, 30, Engineering, 70000","INSERT INTO employees (name, age, department, salary) VALUES ('Alice Johnson', 30, 'Engineering', 70000);"
Change department to Finance in employees where name is Alice Johnson,UPDATE employees SET department = 'Finance' WHERE name = 'Alice' Johnson;
Get salary and count of records from employees grouped by salary having count greater than 10,"SELECT salary, COUNT(*) FROM employees GROUP BY salary HAVING COUNT(*) > 10;"
"Add a new record to the orders with values 19, 3900, 2022-03-20","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (19, 3900, '2022-03-20');"
List all products where price is greater than 1500,SELECT * FROM products WHERE price > 1500;
Remove records from employees where age is less than 49,DELETE FROM employees WHERE age < 49;
List all order items where quantity is greater than 6,SELECT * FROM order_items WHERE quantity > 6;
Change age to 46 in employees where id is 1,UPDATE employees SET age = '46' WHERE id = '1';
Change department to Finance in employees where salary is 30000,UPDATE employees SET department = 'Finance' WHERE salary = '30000';
Remove records from employees where department is less than Engineering,DELETE FROM employees WHERE department < Engineering;
Remove records from products where stock is less than 40,DELETE FROM products WHERE stock < 40;
"Add a new record to the customers with values David Brown, emma.wilson@example.com, 2021-01-15","INSERT INTO customers (name, email, signup_date) VALUES ('David Brown', 'emma.wilson@example.com', '2021-01-15');"
List all customers where name is greater than Helen Martin,SELECT * FROM customers WHERE name > Helen Martin;
List all orders where total amount is greater than 1000,SELECT * FROM orders WHERE total_amount > 1000;
"Add a new record to the customers with values Grace Lee, grace.lee@example.com, 2021-01-15","INSERT INTO customers (name, email, signup_date) VALUES ('Grace Lee', 'grace.lee@example.com', '2021-01-15');"
